time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,done,total_reward,surviving_reward,distance_reward,speed_reward
0.06,-0.004738577395281102,-0.0001012409061035958,9.989772922840563,0.7733595086475766,3.5721080051682925,0.0,-0.2205385159931157,-0.03580401054330286,-0.48927593066343494,0.30343771662530605,0.653514646938611,0.0,162.1770273457233,271.9913452518757,407.0665846535614,433.3829940220257,False,14.268348626621686,0.30000000000000004,11.993850380850596,1.9744982457710898
0.12000000000000001,-0.010363320383745904,-0.004895048476735518,9.936543265076365,3.1193447197783595,1.4691182131527354,0.0,-0.01998217913251931,0.012079335117474665,-1.2930826655061685,-1.2918998190763182,1.3572187081397722,0.0,147.30677461058653,271.5868371010767,519.091141399053,391.2503198121081,False,12.792369034073333,0.30000000000000004,11.947527728399884,0.5448413056734495
0.18,-0.02090932198203314,-0.004109046955991366,9.840961211206686,1.0316237267025077,1.5631785810521226,0.0,-0.331790115231523,0.012767518423051006,-1.8883696818441615,-0.16763570377951276,1.3949525470130892,0.0,162.4691187853804,175.97254040795863,322.7159359347691,430.2809630286396,False,12.28446248894521,0.30000000000000004,11.849208194061177,0.1352542948840315
0.23999999999999996,-0.04922954660910739,-0.0008996069822757721,9.710723197341471,5.626749950080825,4.5959624973172115,0.0,-0.4792803852919333,0.021370548213796692,-2.4180036394281035,0.9742290138406631,1.9885880152728106,0.0,171.0527833131374,273.85581071306166,368.2719628382054,467.8874146662247,False,12.025942272868505,0.30000000000000004,11.70414472064964,0.021797552218863526
0.3,-0.07069048156297827,0.0005206147926352159,9.547718804474837,1.4031213101783884,4.8070788974096565,0.0,-0.2359077134708025,0.021263055359298413,-3.0127685135471975,1.9700276152786065,1.8824201820733957,0.0,158.45057310778108,145.20677501226476,274.11715439612806,386.5388201360091,False,11.829028163563082,0.30000000000000004,11.519578586106116,0.009449577456965993
0.36000000000000004,-0.0778252572500058,0.0020674457184590295,9.346482777653213,5.667382444405785,1.1479358876206218,0.0,-0.09921080718933958,-0.04004022446227469,-3.7307019712598994,1.2635166801722824,2.430081186598614,0.0,134.73631601638175,249.44913411090766,415.59387446515836,352.401789378238,False,11.598595950789296,0.30000000000000004,11.295142996027566,0.0034529547617290863
0.4200000000000001,-0.09145713895343578,-0.0008268891145256766,9.106159895530245,0.2428612561010972,1.8121967713643237,0.0,-0.3602219637992939,-0.03911276986032912,-4.301197425568681,3.025622788848697,2.1794711192002776,0.0,210.53488532235366,177.26566255970576,214.75501807347487,421.95940723048034,False,11.323893663486917,0.30000000000000004,11.023375291679047,0.0005183718078701083
0.48000000000000015,-0.12352073210748114,-0.0034750926165735318,8.825515366684542,4.996289142085168,2.707543193138669,0.0,-0.6756416312068088,-0.018157359699928363,-5.086155989692248,4.4579968179151,2.4811157759750633,0.0,195.13453779425922,255.16911479538294,342.058994151327,483.18564163767655,False,11.005372980856908,0.30000000000000004,10.705327297536003,4.568332090390506e-05
0.5400000000000001,-0.1644604858153834,-0.0015509756128535533,8.502463440851082,2.566749377282351,4.878778229871971,0.0,-0.5936792114261333,0.03525404910933867,-5.6850220133569,5.544329694706722,2.9724352516223824,0.0,222.76665786041124,303.7137528096569,249.8777986599198,405.40579880620436,False,10.636146005135801,0.30000000000000004,10.336142161664505,3.843471296163893e-06
0.6000000000000002,-0.19291885287291252,0.0029092989280976094,8.139893362234943,2.8994147019918444,0.5284236732757179,0.0,-0.42167787517388927,0.11963642001415922,-6.433892338158335,5.544668532542429,3.4299357697910136,0.0,196.78076828644973,285.621399962171,327.5360313665228,370.381391100114,False,10.226475053333017,0.30000000000000004,9.926474488594899,5.647381180027695e-07
