time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-4.8957494667479395e-05,3.520909175836835e-06,10.005256777686656,0.0006662985149299416,0.010938058229936765,0.0,-0.0029120130491682755,0.00020431602669910586,0.17520966665675636,-0.010221905091699277,-0.03744924811932448,0.0,461.58930089222935,458.62500009504873,460.5905154551834,459.7815923356883
0.12000000000000001,-0.0004710521423278127,3.0465500272789327e-05,10.021570361361604,0.0003345537741665794,0.008747666738420534,0.0,-0.010908358814016602,0.000663650764703333,0.3685359254990297,-0.017357268740029873,-0.041517912794945995,0.0,466.13297757289905,465.81430129145957,465.57554610662936,465.01715875967335
0.18,-0.0013091803505459099,9.906963166334329e-05,10.048123194313185,0.00599772242958263,0.006436283101811213,0.0,-0.01677268431231555,0.0022113172325446072,0.5165034438031512,0.009832754173031774,-0.03792193490459322,0.0,452.3615487291786,452.6501688099017,450.46957528274623,452.66263736660613
0.23999999999999996,-0.0024329992508350844,0.00036207592865533753,10.08026120263053,0.011397848772463526,0.005204257782895461,0.0,-0.020585047437110923,0.007035713865500198,0.5547423032374149,0.032688041987430874,-0.05037540571584073,0.0,416.90112032519124,415.8106346284877,416.9315948942999,418.9233647579429
0.3,-0.003781168940484429,0.0010406709407382213,10.117623535388313,0.013477014996542636,0.004876152958930291,0.0,-0.02433914751995033,0.01581191096857028,0.6905932482795055,0.02753993419624062,-0.0695971429555901,0.0,449.80335974108647,448.2420352797037,448.16726908863416,447.74902322936595
0.36000000000000004,-0.00533213406946758,0.002279337243462216,10.161471487588122,0.01903618662744755,0.0026504554771982214,0.0,-0.027155445922273404,0.0260068930571888,0.7709465993597718,0.04802508973703529,-0.0861422076844458,0.0,431.99811874017877,430.59629890574155,430.14352939649353,431.8751590945637
0.4200000000000001,-0.0070071128416808875,0.00437827263087812,10.216630425386604,0.02605389364355748,6.280853659387372,0.0,-0.02801878197262194,0.044845414799965254,1.0674371159105303,0.06913587071626517,-0.08246290148455487,0.0,496.1243642969944,496.38930350070984,495.032531244591,496.585040744944
0.48000000000000015,-0.008630331275816673,0.007804156699916484,10.28881804066728,0.03971939447609696,6.280903497179613,0.0,-0.02612873654607122,0.07104176153910133,1.3384867726203469,0.10175139237181921,-0.10818192537709574,0.0,490.18525533269377,488.2643171142395,488.40596125691945,490.8367756167069
0.5400000000000001,-0.010124719918405582,0.013222835514713564,10.379752397298688,0.04582545482182088,6.2788313941050635,0.0,-0.023430598018698137,0.11041744758285374,1.6921659571805385,0.09930225627826632,-0.13244127070693845,0.0,514.227208613236,512.4958568828438,512.7994723556694,512.6328100434652
0.6000000000000002,-0.011419444189209732,0.020754355580121585,10.482871828749532,0.05235878678490469,6.271088954367148,0.0,-0.018996971661515594,0.14125885965110518,1.745031500863375,0.08970729704341565,-0.13873396428104623,0.0,425.8239813886387,425.26778329655383,424.4556964187158,423.6398955762123
0.6600000000000003,-0.012257854880340332,0.030445463783904215,10.592313017381045,0.0620547667179574,6.263643004027468,0.0,-0.008142284960544682,0.18286181617595723,1.9026820059666003,0.0657237671626953,-0.15026992629452307,0.0,458.4244115662905,457.4885810938202,459.2822970043674,457.3815342965573
0.7200000000000003,-0.012332053808120087,0.04266310321562372,10.70845090691512,0.06889078390911063,6.255592143208833,0.0,0.006457637699535474,0.22506557763238894,1.9684031679286285,0.04585387786487682,-0.14064120256413193,0.0,428.952041873103,429.7478040421473,431.45275101310006,429.7746031458721
0.7800000000000004,-0.011388699765833303,0.0575425436832231,10.82868646236938,0.0716669160084189,6.252836100629864,0.0,0.025226343564858957,0.27117919651105504,2.0392919430716003,0.042549225704798216,-0.167982840989648,0.0,432.6863316805224,430.3565331807548,432.66063388352984,432.38354352532235
0.8400000000000004,-0.009235401828856873,0.07526714091194382,10.953410116807182,0.0759792373053445,6.244446509684362,0.0,0.0473611734824531,0.32006780536436086,2.1179529836839324,0.026769437935473095,-0.1834727407458857,0.0,434.9675572113267,433.6388164859629,436.148357921657,434.82921535173034
0.9000000000000005,-0.005423228183044795,0.09628799716638664,11.08655660885157,0.07843495574328685,6.2334573329646155,0.0,0.08098122389268561,0.3808906740508829,2.319786618653552,0.01540143801451203,-0.18660930628104455,0.0,473.36955808947374,473.0973988805534,473.71617523047775,472.8412782803071
0.9600000000000005,0.00048694531689979907,0.12079193425365045,11.228596490414098,0.08838594113555498,6.2266606991056825,0.0,0.11672553540460613,0.436926808842629,2.4145409075633357,-0.018732829436353477,-0.1648010989527751,0.0,440.50727729267334,442.2756482377169,443.1394825114395,440.32471867016653
1.0200000000000005,0.008788252782969129,0.1489832204140179,11.377970369783664,0.09142937606997936,6.217110374919429,0.0,0.16100429184532244,0.503100893489682,2.5641507724850476,-0.04232778260777399,-0.1724807682057842,0.0,459.6907167492111,459.05596530082425,460.17758159864604,458.30592717318245
1.0800000000000005,0.01990479071353181,0.18111260067014573,11.535501804743072,0.0888863397150752,6.207334104386161,0.0,0.21054984530369855,0.5675702268651054,2.6865513107088543,-0.04251006233278052,-0.1820576120780349,0.0,452.1268698160559,451.3254317430308,451.9263072967594,451.91066891902244
